"file","survey_area","state","issue_date","caption"
"SD-2012-03-15-78.tif","Miner County","SD","December 1984","Pattern of soils and parent material in the Houdek-Dudley-Stickney association (Soil Survey of Miner County, SD; 1984)."
"SD-2012-03-15-79.tif","Miner County","SD","December 1984","Pattern of soils and parent material in the Clarno-Stickney association (Soil Survey of Miner County, SD; 1984)."
"SD-2012-03-15-80.tif","Minnehaha County","SD","June 1964","Block diagram showing the geographical association of the soils in association 4. Here, the soils formed in a mantle of loess which lies over glacial till (Soil Survey of Minnehaha County, SD; 1964)."
"SD-2012-03-15-81.tif","Minnehaha County","SD","June 1964","Block diagram showing the geographical association of the soils in association 9. Here, the soils formed in loess and till (Soil Survey of Minnehaha County, SD; 1964)."
"SD-2012-03-15-83.tif","Moody County","SD","April 1989","Pattern of soils and parent material in the Egan-Baltic association (Soil Survey of Moody County, SD; 1989)."
"SD-2012-03-15-84.tif","Moody County","SD","April 1989","Pattern of soils and parent material in the Kranzburg-Houdek association (Soil Survey of Moody County, SD; 1989)."
"SD-2012-03-15-85.tif","Moody County","SD","April 1989","Pattern of soils and parent material in the Moody-Trent association (Soil Survey of Moody County, SD; 1989)."
"SD-2012-03-15-86.tif","Moody County","SD","April 1989","Pattern of soils and parent material in the Dempster-Flandreau-Lamo association (Soil Survey of Moody County, SD; 1989)."
"SD-2012-03-15-87.tif","Potter County","SD","October 1985","Pattern of soils and parent material in the Betts-Gettys association (Soil Survey of Potter County, SD; 1985)."
"SD-2012-03-15-88.tif","Potter County","SD","October 1985","Pattern of soils and parent material in the Highmore association (Soil Survey of Potter County, SD; 1985)."
"SD-2012-03-15-89.tif","Potter County","SD","October 1985","Pattern of soils and parent material in the Glenham-Java association (Soil Survey of Potter County, SD; 1985)."
"SD-2012-03-15-90.tif","Potter County","SD","October 1985","Pattern of soils and parent material in the Oahe-Durrstein association (Soil Survey of Potter County, SD; 1985)."
"SD-2012-03-15-91.tif","Shannon County","SD","April 1971","Representative pattern of soils in association 1 (Soil Survey of Shannon County, SD; 1971)."
"SD-2012-03-15-92.tif","Shannon County","SD","April 1971","Representative pattern of soils in association 2 (Soil Survey of Shannon County, SD; 1971)."
"SD-2012-03-15-93.tif","Shannon County","SD","April 1971","Representative pattern of soils in association 4 (Soil Survey of Shannon County, SD; 1971)."
"SD-2012-03-15-94.tif","Shannon County","SD","April 1971","Representative pattern of soils in association 6 (Soil Survey of Shannon County, SD; 1971)."
"SD-2012-03-15-95.tif","Shannon County","SD","April 1971","Representative pattern of soils in associations 9 and 14 (Soil Survey of Shannon County, SD; 1971)."
"SD-2012-03-15-96.tif","Todd County","SD","April 1974","Typical pattern of soils in association 1 (Soil Survey of Todd County, SD; 1974)."
"SD-2012-03-15-97.tif","Todd County","SD","April 1974","Typical pattern of soils in association 2 (Soil Survey of Todd County, SD; 1974)."
"SD-2012-03-15-98.tif","Todd County","SD","April 1974","Typical pattern of soils in association 4 (Soil Survey of Todd County, SD; 1974)."
"SD-2012-03-15-99.tif","Todd County","SD","April 1974","Typical pattern of soils in associations 8 and 10. Areas of association 10 are commonly within areas of association 8 (Soil Survey of Todd County, SD; 1974)."
"SD-2012-03-16-01.tif","Turner County","SD","November 1982","Pattern of soils and parent material in the Clarno-Crossplain-Davison association (Soil Survey of Turner County, SD; 1982)."
"SD-2012-03-16-02.tif","Turner County","SD","November 1982","Pattern of soils and parent material in the Egan-Ethan association (Soil Survey of Turner County, SD; 1982)."
"SD-2012-03-16-03.tif","Turner County","SD","November 1982","Pattern of soils in the Roxbury-Davis-Chaska and Delmont-Enet associations (Soil Survey of Turner County, SD; 1982)."
"SD-2012-03-16-04.tif","Ziebach County","SD","March 1990","Pattern of soils and parent material in the Samsil-Pierre association (Soil Survey of Ziebach County, SD; 1990)."
"SD-2012-03-16-05.tif","Ziebach County","SD","March 1990","Pattern of soils and parent material in the Trembles-Korchea-Banks and Lantry-Cabba-Rhoades associations (Soil Survey of Ziebach County, SD; 1990)."
"SD-2012-03-16-06.tif","Ziebach County","SD","March 1990","Pattern of soils and parent material in the Reeder-Lantry association (Soil Survey of Ziebach County, SD; 1990)."
"SD-2012-03-16-07.tif","Ziebach County","SD","March 1990","Pattern of soils and parent material in the Bullock-Vebar-Parchin association (Soil Survey of Ziebach County, SD; 1990)."
"TN-2010-11-02-01.tif","Cannon County","TN","2003","Typical pattern of soils and parent material in the Dickson-Mountview general soil map unit (Soil Survey of Cannon County, Tennessee; 2003)."
"TN-2010-11-02-02.tif","Cannon County","TN","2003","Typical pattern of soils and parent material in the Hawthorne-Dellrose-Gladdice-Rock outcrop general soil map unit (Soil Survey of Cannon County, Tennessee; 2003)."
"TN-2010-11-02-03.tif","Clay County","TN","2004","The relatiohship between soils and landscape in the Dellrose-Renox-Barfield and Garmon-Newbern general soil map units (Soil Survey of Clay County, Tennessee; 2004)"
"TN-2010-11-02-04.tif","Clay County","TN","2004","The relatiohship between soils and landscape in the Armour-Holston-Lindside general soil map unit (Soil Survey of Clay County, Tennessee; 2004)"
"TN-2010-11-02-05.tif","Cumberland County","TN","2006","The pattern of soils and parent material in Grassy Cove. The Waynesboro-Whitwell general soil map unit is in the center of the cove (Soil Survey of Cumberland County, Tennessee; 2006)."
"TN-2010-11-02-06.tif","Cumberland County","TN","2006","The pattern of soils and parent material in the Jefferson-Varilla-Shelocta general soil map unit (Soil Survey of Cumberland County, Tennessee; 2006)."
"TN-2010-11-02-07.tif","Dickson County","TN","","The relationship of soils and landscape in the Hawthorne-Sulphura-Sengtown and Wolftever-Beason-Melvin general soil map units (Soil Survey of Dickson County, Tennessee)."
"TN-2010-11-02-08.tif","Hickman County","TN","2008","Typical pattern of soils and parent material in the Humphreys-Riverby-Tarklin and Biffle Sengtown general soil map units (Soil Survey of Hickman County, Tennessee; 2008)."
"TN-2010-11-02-09.tif","Hickman County","TN","2008","Typical pattern of soils and parent material in the Sengtown-Mountview-Dickson and Sengtown general soil map units (Soil Survey of Hickman County, Tennessee; 2008)."
"TN-2010-11-02-10.tif","Hickman County","TN","2008","Typical pattern of soils and parent material in the Biffle-Lax general soil map unit (Soil Survey of Hickman County, Tennessee; 2008)."
"TN-2010-11-02-11.tif","Hickman County","TN","2008","Typical pattern of soils and parent material in the Dellrose-Gladdice-Hamsphire general soil map unit (Soil Survey of Hickman County, Tennessee; 2008)."
"TN-2010-11-02-12.tif","Hickman County","TN","2008","Typical pattern of soils and parent material in the Pickwick-Armour-Arrington general soil map unit (Soil Survey of Hickman County, Tennessee; 2008)."
"TN-2010-11-02-13.tif","Lewis County","TN","2006","Typical pattern of soils and parent material in the Biffle-Lax-Ironcity general soil map unit (Soil Survey of Lewis County, Tennessee; 2006)."
"TN-2010-11-02-14.tif","Lewis County","TN","2006","Typical pattern of soils and parent material in the Biffle-Ironcity general soil map unit (Soil Survey of Lewis County, Tennessee; 2006)."
"TN-2010-11-02-15.tif","Lewis County","TN","2006","Typical pattern of soils and parent material in the Pickwick-Paden-Riverby-Trace general soil map unit (Soil Survey of Lewis County, Tennessee; 2006)."
"TN-2010-11-02-16.tif","Lewis County","TN","2006","Typical pattern of soils and parent material in the Humphreys-Riverby-Trace general soil map unit (Soil Survey of Lewis County, Tennessee; 2006)."
"TN-2010-11-02-17.tif","Lewis County","TN","2006","Typical pattern of soils and parent material in the Dickson-Ironcity-Taft general soil map unit (Soil Survey of Lewis County, Tennessee; 2006)."
"TN-2010-11-02-19.tif","McMinn County","TN","2004","Relationship of soils and parent material in the Tellico-Red Hills-Nonaburg and Lostcove-Unicoi-Cataska general soil map units (Soil Survey of McMinn County, Tennessee; 2004)."
"TN-2010-11-02-20.tif","McMinn County","TN","2004","Relationship of soils and parent material in the Fullerton-Bodine-Rockdell and Fullerton-Dewey-Waynesboro general soil map units (Soil Survey of McMinn County, Tennessee; 2004)."
"TN-2010-11-02-21.tif","McMinn County","TN","2004","lationship of soils and parent material in the Fullerton-Bodine-Rockdell and Coile-Apison-Sunlight general soil map units (Soil Survey of McMinn County, Tennessee; 2004)."
"TN-2010-11-02-22.tif","Moore County","TN","2006","Typical pattern of soils and parent material in the Hawthore-Dellrose-Mimosa general soil map unit (Soil Survey of Moore County, Tennessee; 2006)."
"TN-2010-11-02-23.tif","Moore County","TN","2006","Typical pattern of soils and parent material in the Mountview-Dickson-Taft general soil map unit (Soil Survey of Moore County, Tennessee; 2006)."
"TN-2010-11-02-24.tif","Moore County","TN","2006","Typical pattern of soils and parent material in the Mimosa-Barfield-Rock outcrop general soil map unit (Soil Survey of Moore County, Tennessee; 2006)."
"TN-2010-11-02-25.tif","Moore County","TN","2006","Typical pattern of soils and parent material in the Etowah-Trace-Ellisville general soil map unit (Soil Survey of Moore County, Tennessee; 2006)."
"TN-2010-11-02-26.tif","Overton County","TN","2005","The relationship of soils and landscapes in the Nella-Talbott and Lonewood-Clarkrange general soil map units (Soil Survey of Overton County, Tennessee; 2005)."
"TN-2010-11-02-27.tif","Overton County","TN","2005","The relationship of soils and landscapes in the Garmon-Newbern and Christian-Sengtown general soil map units (Soil Survey of Overton County, Tennessee; 2005)."
"TN-2010-11-02-28.tif","Overton County","TN","2005","The relationship of soils and landscapes in the Mountview-Chirstian-Dickson general soil map unit (Soil Survey of Overton County, Tennessee; 2005)."
"TN-2010-11-02-29.tif","Overton County","TN","2005","The relationship of soils and landscapes in the Lily-Gilpin and Gilpin-Shelocta-Bouldin general soil map units (Soil Survey of Overton County, Tennessee; 2005)."
"TN-2010-11-02-30.tif","Perry County","TN","2006","Relationship of soils, parent material, and topography in the Beason-Wolftever-Busseltown general soil map unit (Soil Survey of Perry County, Tennessee; 2006)."
"TN-2010-11-02-31.tif","Perry County","TN","2006","Relationship of soils, parent material, and topography in the Paden-Ellisville-Woodmont general soil map unit (Soil Survey of Perry County, Tennessee; 2006)."
"TN-2010-11-02-32.tif","Rhea County","TN","2005","The relationship of soils, geology, and parent materials in the Lily-Gilpin-Ramsey and Gilpin-Allen-Bouldin-Petros general soil map units (Soil Survey of Rhea County, Tennessee; 2005)."
"TN-2010-11-02-33.tif","Rhea County","TN","2005","The relationship of soils, geology, and parent materials in the Pailo-Fullerton-Tasso and Colbert-Lyerly-Ketona-Capshaw general soil map units (Soil Survey of Rhea County, Tennessee; 2005)."
"TN-2012-03-16-01.tif","Cheatham County","TN","2002","Relationship of soils to topography and the underlying material in the Sengtown-Mountview-Dickson general soil map unit (Soil Survey of Cheatham County, TN; 2002)."
"TN-2012-03-16-02.tif","Cheatham County","TN","2002","Relationship of soils to topography and the underlying material in the Beason-Wolftever-Melvin-Arrington and Hawthorne-Sulphura-Sengtown general soil map units (Soil Survey of Cheatham County, TN; 2002)."
"TN-2012-03-16-03.tif","Cheatham County","TN","2002","Relationship of soils to topography and the underlying material in the Byler-Nolin-Armour-Arrington general soil map unit. The Hawthorne and Suphura soils are adjacen to the map unit (Soil Survey of Cheatham County, TN; 2002)."
"TN-2012-03-16-04.tif","Dickson County","TN","2002","The relationship of soils, landscape, and parent material in the Sengtown general soil map unit (Soil Survey of Dickson County, TN; 2002)."
"TN-2012-03-16-05.tif","Dickson County","TN","2002","The relationship of soils, landscape, and parent material in the Hawthorne-Sulphura-Sengtown and the Wolftever-Beason-Melvin general soil map units (Soil Survey of Dickson County, TN; 2002)."
"TN-2012-03-16-06.tif","Dickson County","TN","2002","The relationship of soils, landscape, and parent material in the Saffell-Lax and the Armour-Humphreys-Sullivan general soil map units (Soil Survey of Dickson County, TN; 2002)."
"TN-2012-03-16-07.tif","Gibson County","TN","September 1994","Pattern of soils in the Routon-Grenada-Center and Falaya-Collins general soil map units (Soil Survey of Gibson County, TN; 1994)."
"TN-2012-03-16-08.tif","Gibson County","TN","September 1994","Pattern of soils in the Loring-Memphis-Grenada general soil map unit (Soil Survey of Gibson County, TN; 1994)."
"TN-2012-03-16-09.tif","Gibson County","TN","September 1994","Pattern of soils in the Providence-Lexington-Smithdale general soil map unit (Soil Survey of Gibson County, TN; 1994)."
"TN-2012-03-16-10.tif","Gibson County","TN","September 1994","Pattern of soils in the Rosebloom-Arkabutla general soil map unit (Soil Survey of Gibson County, TN; 1994)."
"TN-2012-03-16-11.tif","Grundy County","TN","2001","Typical pattern of soils and the underlying material in the Beersheba-Lonewood-Lily general soil map unit (Soil Survey of Grundy County, TN; 2001)."
"TN-2012-03-16-12.tif","Grundy County","TN","2001","Typical pattern of soils and the underlying material in the Bouldin-Talbott-Carbo general soil map unit (Soil Survey of Grundy County, TN; 2001)."
"TN-2012-03-19-01.tif","Grundy County","TN","2001","Typical pattern of soils and the underlying material in the Lily-Jefferson-Gilpin general soil map unit (Soil Survey of Grundy County, TN; 2001)."
"TN-2012-03-19-02.tif","Grundy County","TN","2001","Typical pattern of soils and the underlying material in the Waynesboro-Etowah general soil map unit (Soil Survey of Grundy County, TN; 2001)."
"TN-2012-03-19-03.tif","Hardin County","TN","June 1963","Major soil series in associations 2 and 5 of their relation to the landscape (Soil Survey of Hardin County, TN; 1963)."
"TN-2012-03-19-04.tif","Hardin County","TN","June 1963","Major soil series in associations 3 and 6 and their relationship to the landscape (Soil Survey of Hardin County, TN; 1963)."
"TN-2012-03-19-05.tif","Hardin County","TN","June 1963","Major soil series in soil associations 8 and 10 and their relationship to the landscape (Soil Survey of Hardin County, TN; 1963)."
"TN-2012-03-19-06.tif","Haywood County","TN","September 1995","Pattern of soils and parent material in the Memphis-Loring and Loring-Memphis-Adler general soil map units (Soil Survey of Haywood County, TN; 1995)."
"TN-2012-03-19-07.tif","Haywood County","TN","September 1995","Pattern of soils and parent material in the Routon-Dubbs and Oaklimeter-Tichnor general soil map units (Soil Survey of Haywood County, TN; 1995)."
"TN-2012-03-19-08.tif","Haywood County","TN","September 1995","Pattern of soils and parent material in the Rosebloom and Memphis-Loring general soil map units (Soil Survey of Haywood County, TN; 1995)."
"TN-2012-03-19-09.tif","Haywood County","TN","September 1995","Pattern of soils and parent material in the Lexington-Smithdale general soil map unit (Soil Survey of Haywood County, TN; 1995)."
"TN-2012-03-19-10.tif","Lauderdale County","TN","June 1990","Typical pattern of soils and underlying material in the Commerce-Robinsonville and Sharkey-Keyespoint-Openlake general soil map units on the Mississippi River flood plain (Soil Survey of Lauderdale County, TN; 1990)."
"TN-2012-03-19-11.tif","Lauderdale County","TN","June 1990","Typical pattern of soils and underlying material in the Memphis-Adler general soil map unit (Soil Survey of Lauderdale County, TN; 1990)."
"TN-2012-03-19-12.tif","Lauderdale County","TN","June 1990","Typical pattern of soils and underlying material in the Memphis-Loring general soil map unit (Soil Survey of Lauderdale County, TN; 1990)."
"TN-2012-03-19-13.tif","Lauderdale County","TN","June 1990","Typical pattern of soils in the Grenada-Loring-Calloway general soil map unit (Soil Survey of Lauderdale County, TN; 1990)."
"TN-2012-03-19-14.tif","Lauderdale County","TN","June 1990","Typical pattern of soils and underlying material in the Amagon-Oaklimeter-Adler general soil map unit on the Hatchie River flood plain (Soil Survey of Lauderdale County, TN; 1990)."
"TN-2012-03-19-15.tif","Loudon County","TN","June 1961","Diagram showing distribution and pattern of soils in area 1 (Soil Survey of Loudon County, TN; 1961)."
"TN-2012-03-19-16.tif","Loudon County","TN","June 1961","Diagram showing distribution and pattern of soils in area 3 (Soil Survey of Loudon County, TN; 1961)."
"TN-2012-03-19-17.tif","Loudon County","TN","June 1961","Diagram showing distribution and pattern of soils in area 5 (Soil Survey of Loudon County, TN; 1961)."
"TN-2012-03-19-18.tif","Maury County","TN","October 1959","Sketch showing relative positions of soils in the Mountview-Dickson and the Bodine-Mountview (shallow phases)-Pace assciations (Soil Survey of Maury County, TN; 1959)."
"TN-2012-03-19-19.tif","Maury County","TN","October 1959","Sketch showing relative positions of soils in the Dellrose-Frankstown-Mimosa (cherty) assciation (Soil Survey of Maury County, TN; 1959)."
"TN-2012-03-19-20.tif","Maury County","TN","October 1959","Sketch showing relative positions of soils in the Braxton-Maury-Armour assciation (Soil Survey of Maury County, TN; 1959)."
"TN-2012-03-19-21.tif","Maury County","TN","October 1959","Sketch showing relative positions of soils in the Inman-Culleoka-Hicks-Maury (coarse phases) assciation (Soil Survey of Maury County, TN; 1959)."
"TN-2012-03-19-22.tif","Maury County","TN","October 1959","Sketch showing relative positions of soils in the Rockland-Talbott-Hagerstown (rocky) and Talbott-Hagerstown-Rockland assciations (Soil Survey of Maury County, TN; 1959)."
"TN-2012-03-19-23.tif","Maury County","TN","October 1959","Sketch showing relative positions of soils in the Etowah-Huntington (local allvuium phosphatic phase)-Emory and Huntington-Lindside-Armour (terrace phases)-Egam assciations (Soil Survey of Maury County, TN; 1959)."
"TN-2012-03-19-24.tif","McMinn County","TN","2004","Relationship of soils and parent material in the Fullerton-Bodine-Rockdell and Coile-Apison-Sunlight general soil map units (Soil Survey of McMinn County, TN; 2004)."
"TN-2012-03-19-25.tif","McMinn County","TN","2004","Relationship of soils and parent material in the Fullerton-Bodine-Rockdell and Fullerton-Dewey-Waynesboro general soil map units (Soil Survey of McMinn County, TN; 2004)."
"TN-2012-03-19-26.tif","McMinn County","TN","2004","Relationship of soils and parent material in the Tellico-Red Hills-Nonaburg and Lostcove-Unicoi-Cataska general soil map units (Soil Survey of McMinn County, TN; 2004)."
"TN-2012-03-19-27.tif","Trousdale County","TN","2001","Typical pattern of soils and underlying material in the Mimosa-Barfield-Rock outcrop general soil map unit (Soil Survey of Trousdale County, TN; 2001)."
"TN-2012-03-19-28.tif","Trousdale County","TN","2001","Typical pattern of soils and underlying material in the Inman-Barfield-Hampshire general soil map unit (Soil Survey of Trousdale County, TN; 2001)."
"TN-2012-03-19-29.tif","Trousdale County","TN","2001","Typical pattern of soils and underlying material in the Harpeth-Arrington general soil map unit (Soil Survey of Trousdale County, TN; 2001)."
"TN-2012-03-19-30.tif","Warren County","TN","September 1967","Major and minor soils and underlying parent material in the Dickson-Mountview association (Soil Survey of Warren County, TN; 1967)."
"TN-2012-03-19-31.tif","Warren County","TN","September 1967","Major and minor soils and underlying parent materials in the Baxter-Mountview association (Soil Survey of Warren County, TN; 1967)."
"TN-2012-03-19-32.tif","Warren County","TN","September 1967","Major and minor soils and underlying parent materials in the Waynesboro-Cumberland association (Soil Survey of Warren County, TN; 1967)."
"TN-2012-03-19-33.tif","Warren County","TN","September 1967","Major and minor soils in the Hartsells-Ramsey and the Rock land-Stoney colluvial land associations (Soil Survey of Warren County, TN; 1967)."
"TN-2012-03-19-34.tif","Wayne County","TN","2000","Typical pattern of soils and parent material in the Biffle-Sulphura-Ironcity general soil map unit (Soil Survey of Wayne County, TN; 2000)."
"TN-2012-03-19-35.tif","Wayne County","TN","2000","Typical pattern of soils and parent material in the Brandon-Saffell-Lax and Humprheys-Ennis-Lobelville general soil map units (Soil Survey of Wayne County, TN; 2000)."
"TN-2012-03-19-36.tif","Wayne County","TN","2000","Typical pattern of soils and parent material in the Saffell-Luverne-Silerton general soil map unit (Soil Survey of Wayne County, TN; 2000)."
"TN-2012-03-19-37.tif","Wayne County","TN","2000","Typical pattern of soils and parent material in the Braxton-Talbott-Rock outcrop general soil map unit (Soil Survey of Wayne County, TN; 2000)."
"TN-2012-03-19-38.tif","Williamson County","TN","August 1964","Major and minor soils and underlying parent materials in the Mountview-Baxter-Bodine association (Soil Survey of Williamson County, TN; 1964)."
"TN-2012-03-19-39.tif","Williamson County","TN","August 1964","Major and minor soils and underlying parent materials in the Sulphura-Dellrose-Bodine association (Soil Survey of Williamson County, TN; 1964)."
"TN-2012-03-19-40.tif","Williamson County","TN","August 1964","Major and minor soils and underlying parent materials in the Stiversville-Culleoka-Inman association (Soil Survey of Williamson County, TN; 1964)."
"TN-2012-03-19-41.tif","Williamson County","TN","August 1964","Major and minor soils and underlying parent materials in the Rockland-Talbott-Egam association (Soil Survey of Williamson County, TN; 1964)."
"TX-2010-11-02-01.tif","Big Bend National Park","TX","","Altuda, Bissett, Blackgap, Pantera, Riverwash, Stillwell, Strawhouse, "
"TX-2010-11-02-02.tif","Big Bend National Park","TX","","Castolon,  Chillon, Corazones, Lomapelona, Vicente"
"TX-2010-11-02-03.tif","Big Bend National Park","TX","","Agust, Equipaje, Ninepoint, Stillwell, Strawhouse, Vieja"
"TX-2010-11-02-04.tif","Big Bend National Park","TX","","Altar, Brewster, Chillicotal, Hurds, Leyva, Lingua"
"TX-2010-11-02-05.tif","Big Bend National Park","TX","","Corazones, Geefour, Ninepoint, Pantera, Riverwash, Solis, Studybutte, Tornillo"
"TX-2010-11-02-06.tif","Big Bend National Park","TX","","Corazones, Pantak, Tornillo, Vieja"
"TX-2010-11-02-07.tif","Brazos County","TX","2002","Pattern of soils and underlying material in the Zack-Boonville-Zulch general soil map unit (Soil Survey of Brazos County, Texas; 2002)."
"TX-2010-11-02-08.tif","Brazos County","TX","2002","Pattern of soils and underlying material in the Burlewash-Singleton general soil map unit (Soil Survey of Brazos County, Texas; 2002)."
"TX-2010-11-02-09.tif","Brazos County","TX","2002","Pattern of soils and underlying material in the Crockett-Benchley and Spiller-Rosanky-Kurten general soil map units (Soil Survey of Brazos County, Texas; 2002)."
"TX-2010-11-02-10.tif","Brazos County","TX","2002","Pattern of soils and underlying material on the flood plain along the Brazos River and on adjacent terraces. Included are the Burleson-Wilson, Ships, and Weswood general soil map units (Soil Survey of Brazos County, Texas; 2002)."
"TX-2010-11-02-11.tif","Brewster County","TX","","Brewster-Rock Outcrop-Liv and Musquiz-Murray-Boracho-Espy"
"TX-2010-11-02-12.tif","Brewster County","TX","","Buckear-Coyanosa-Cato-Bullis"
"TX-2010-11-02-13.tif","Brewster County","TX","","Straddlebury-Borunda-Beewon-Quadria"
"TX-2010-11-02-14.tif","Brewster County","TX","","Ector-Rock Outcrop-Sanderson"
"TX-2010-11-02-15.tif","Brewster County","TX","","Mariscal-Rock Outcrop-Lozier"
"TX-2010-11-02-16.tif","Burleson County","TX","2005","Typical pattern of soils in the Padina-Silstid and Lexton-Benchley general soil map units (Soil Survey of Burleson County, Texas; 2005)."
"TX-2010-11-02-17.tif","Burleson County","TX","2005","Typical pattern of soils in the Singleton-Burlewash general soil map unit (Soil Survey of Burleson County, Texas; 2005)."
"TX-2010-11-02-18.tif","Burleson County","TX","2005","Typical pattern of soils in the Benchley-Crockett general soil map unit (Soil Survey of Burleson County, Texas; 2005)."
"TX-2010-11-02-19.tif","Burleson County","TX","2005","Typical pattern of soils in the Ships-Belk and Burleson general soil map units (Soil Survey of Burleson County, Texas; 2005)."
"TX-2010-11-02-20.tif","Burleson County","TX","2005","Typical pattern of soils in the Zack-Zulch general soil map unit (Soil Survey of Burleson County, Texas; 2005)."
"TX-2010-11-02-21.tif","Carson County","TX","","Several major soils in the Canadian River Valley of the Rollings Plains (Soil Survey of Carson County, Texas)."
"TX-2010-11-02-22.tif","Carson County","TX","","General relationship of the soils in Carson County (Soil Survey of Carson County, Texas)."
"TX-2010-11-02-23.tif","Carson County","TX","","Estacado-Pep (Soil Survey of Carson County, Texas)."
"TX-2010-11-02-24.tif","Carson County","TX","","Typical arrangement of soils in the Manson-Paloduro-Potter association (Soil Survey of Carson County, Texas)."
"TX-2010-11-02-25.tif","Carson County","TX","","Pantex (Soil Survey of Carson County, Texas)."
"TX-2010-11-02-26.tif","Carson County","TX","","A representative pattern of soils in one of the playas associated with the Pullman soil (Soil Survey of Carson County, Texas)."
"TX-2010-11-02-27.tif","Carson County","TX","","Pullman (Soil Survey of Carson County, Texas)."
"TX-2010-11-02-28.tif","Colorado County","TX","2006","Pattern of soils and underlying material in the Telf-Nada-Garwood general soil map unit (Soil Survey of Colorado County, Texas; 2006)."
"TX-2010-11-02-29.tif","Colorado County","TX","2006","Pattern of soils and underlying material in the Cheetham-Wockley-Mentz general soil map unit (Soil Survey of Colorado County, Texas; 2006)."
"TX-2010-11-02-30.tif","Colorado County","TX","2006","Pattern of soils and underlying material in the Straber-Tremona-Lufkin general soil map unit (Soil Survey of Colorado County, Texas; 2006)."
"TX-2010-11-02-31.tif","Colorado County","TX","2006","Pattern of soils and underlying material in the Hallettsville-Frelsburg-Carbengle general soil map unit (Soil Survey of Colorado County, Texas; 2006)."
"TX-2010-11-02-32.tif","Colorado County","TX","2006","Pattern of soils and underlying material in the Norwood-Brazoria-Mohat general soil map unit (Soil Survey of Colorado County, Texas; 2006)."
"TX-2010-11-02-33.tif","Crockett County","TX","2007","Pattern of soils and underlying material in the Ector-Rock outcrop general soil map unit (Soil Survey of Crockett County, Texas; 2007)."
"TX-2010-11-02-34.tif","Crockett County","TX","2007","Pattern of soils and underlying material in the Noelke-Texon-Ector general soil map unit (Soil Survey of Crockett County, Texas; 2007)."
"TX-2010-11-02-35.tif","Crockett County","TX","2007","Pattern of soils and underlying material in the Reagan-Pandale-Upton general soil map unit (Soil Survey of Crockett County, Texas; 2007)."
"TX-2010-11-02-36.tif","Crockett County","TX","2007","Pattern of soils and underlying material in the Angelo-Mailtrail general soil map unit (Soil Survey of Crockett County, Texas; 2007)."
"TX-2010-11-02-37.tif","Deaf Smith County","TX","2007","Typical pattern of soils in the Pullman general soil map unit (Soil Survey of Deaf Smith County, Texas; 2007)."
"TX-2010-11-02-38.tif","Deaf Smith County","TX","2007","Typical pattern of soils in the Pep-Estacado general soil map unit (Soil Survey of Deaf Smith County, Texas; 2007)."
"TX-2010-11-02-39.tif","Deaf Smith County","TX","2007","Typical pattern of soils in the Olton general soil map unit (Soil Survey of Deaf Smith County, Texas; 2007)."
"TX-2010-11-02-40.tif","Deaf Smith County","TX","2007","Typical pattern of soils in the Pep-Plemons general soil map unit (Soil Survey of Deaf Smith County, Texas; 2007)."
"TX-2010-11-02-41.tif","Deaf Smith County","TX","2007","Typical pattern of soils in the Pep-Berda-Bippus general soil map unit (Soil Survey of Deaf Smith County, Texas; 2007)."
"TX-2010-11-02-42.tif","Deaf Smith County","TX","2007","Typical pattern of soils in the Quay-Glenrio-Tucumcari general soil map unit (Soil Survey of Deaf Smith County, Texas; 2007)."
"TX-2010-11-02-43.tif","Deaf Smith County","TX","2007","Typical pattern of soils in the Plemons-Potter-Mobeetie general soil map unit (Soil Survey of Deaf Smith County, Texas; 2007)."
"TX-2010-11-02-44.tif","Deaf Smith County","TX","2007","Typical pattern of soils in the Estacado-Pullman general soil map unit (Soil Survey of Deaf Smith County, Texas; 2007)."
"TX-2010-11-02-45.tif","Deaf Smith County","TX","2007","Typical pattern of soils in the Kimberson-Pep-Potter general soil map unit (Soil Survey of Deaf Smith County, Texas; 2007)."
"TX-2010-11-02-46.tif","Deaf Smith County","TX","2007","Typical pattern of soils in the Redona-Ima-Berwolf general soil map unit (Soil Survey of Deaf Smith County, Texas; 2007)."
"TX-2010-11-02-47.tif","Duval County","TX","","Houla-Salco-Lomart (Soil Survey of Duval County, Texas)."
"TX-2010-11-02-48.tif","Duval County","TX","","Delfina-Delmita-Colmena (Soil Survey of Duval County, Texas)."
"TX-2010-11-02-49.tif","Duval County","TX","","Benavides-Olmedo-Weesatche (Soil Survey of Duval County, Texas)."
"TX-2010-11-02-50.tif","Duval County","TX","","Delmita-Delfina-Nueces (Soil Survey of Duval County, Texas)."
"TX-2010-11-02-51.tif","Duval County","TX","","Benavides-Pernitas-Olmedo (Soil Survey of Duval County, Texas)."
"TX-2010-11-02-52.tif","Duval County","TX","","Aguilares-Moglia-Tela (Soil Survey of Duval County, Texas)."
"TX-2010-11-03-01.tif","Fannin County","TX","2001","Pattern of soils and parent material in the Fairlie-Dalco general soil map unit (Soil Survey of Fannin County, Texas; 2001)."
"TX-2010-11-03-02.tif","Fannin County","TX","2001","Pattern of soils and parent material in the Houston Black-Leson general soil map unit (Soil Survey of Fannin County, Texas; 2001)."
"TX-2010-11-03-03.tif","Fannin County","TX","2001","Pattern of soils and parent material in the Whitewright-Howe general soil map unit (Soil Survey of Fannin County, Texas; 2001)."
